"sect","cell","slot","disc","elem","index","doorsid","model","essname","len[mm]","r[mm]","s,s[mm]","MCS,s,x[mm]","MCS,s,y[mm]","MCS,s,z[mm]","s,m[mm]","MCS,m,x[mm]","MCS,m,y[mm]","MCS,m,z[mm]","s,e[mm]","MCS,e,x[mm]","MCS,e,y[mm]","MCS,e,z[mm]","TCS,s,x[mm]","TCS,s,y[mm]","TCS,s,z[mm]","TCS,m,x[mm]","TCS,m,y[mm]","TCS,m,z[mm]","TCS,e,x[mm]","TCS,e,y[mm]","TCS,e,z[mm]"
"","","","","","","","","MCS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4500.0,-602627.154,0.0,-4500.0,-602627.154,0.0,-4500.0,-602627.154
"ISrc","010","","","Drf","001","","","",166.1,75.0,0.0,0.0,0.0,0.0,83.05,0.0,0.0,83.05,166.1,0.0,0.0,166.1,0.0,-4500.0,-602627.154,0.0,-4500.0,-602544.104,0.0,-4500.0,-602461.054
"LEBT","010","","","Drf","001","","","",35.0,75.0,166.1,0.0,0.0,166.1,183.6,0.0,0.0,183.6,201.1,0.0,0.0,201.1,0.0,-4500.0,-602461.054,0.0,-4500.0,-602443.554,0.0,-4500.0,-602426.054
"LEBT","010","","","Drf","002","","","",134.3,75.0,201.1,0.0,0.0,201.1,268.25,0.0,0.0,268.25,335.4,0.0,0.0,335.4,0.0,-4500.0,-602426.054,0.0,-4500.0,-602358.904,0.0,-4500.0,-602291.754
"LEBT","010","","BMD","Sol","001","","","LEBT-010:BMD-Sol-001",545.4,75.0,335.4,0.0,0.0,335.4,608.1,0.0,0.0,608.1,880.8,0.0,0.0,880.8,0.0,-4500.0,-602291.754,0.0,-4500.0,-602019.054,0.0,-4500.0,-601746.354
"LEBT","010","","","Drf","003","","","",79.49,75.0,880.8,0.0,0.0,880.8,920.545,0.0,0.0,920.545,960.29,0.0,0.0,960.29,0.0,-4500.0,-601746.354,0.0,-4500.0,-601706.609,0.0,-4500.0,-601666.864
"LEBT","010","","","Drf","004","","","",135.61,75.0,960.29,0.0,0.0,960.29,1028.095,0.0,0.0,1028.095,1095.9,0.0,0.0,1095.9,0.0,-4500.0,-601666.864,0.0,-4500.0,-601599.059,0.0,-4500.0,-601531.254
"LEBT","010","","","Drf","005","","","",15.0,40.0,1095.9,0.0,0.0,1095.9,1103.4,0.0,0.0,1103.4,1110.9,0.0,0.0,1110.9,0.0,-4500.0,-601531.254,0.0,-4500.0,-601523.754,0.0,-4500.0,-601516.254
"LEBT","010","","ID","Iris","001","","","LEBT-010:ID-Iris-001",0.0,40.0,1110.9,0.0,0.0,1110.9,1110.9,0.0,0.0,1110.9,1110.9,0.0,0.0,1110.9,0.0,-4500.0,-601516.254,0.0,-4500.0,-601516.254,0.0,-4500.0,-601516.254
"LEBT","010","","","Drf","006","","","",149.39,75.0,1110.9,0.0,0.0,1110.9,1185.595,0.0,0.0,1185.595,1260.29,0.0,0.0,1260.29,0.0,-4500.0,-601516.254,0.0,-4500.0,-601441.559,0.0,-4500.0,-601366.864
"LEBT","010","","","Drf","007","","","",60.0,75.0,1260.29,0.0,0.0,1260.29,1290.29,0.0,0.0,1290.29,1320.29,0.0,0.0,1320.29,0.0,-4500.0,-601366.864,0.0,-4500.0,-601336.864,0.0,-4500.0,-601306.864
"LEBT","010","","","Drf","008","","","",36.61,75.0,1320.29,0.0,0.0,1320.29,1338.595,0.0,0.0,1338.595,1356.9,0.0,0.0,1356.9,0.0,-4500.0,-601306.864,0.0,-4500.0,-601288.559,0.0,-4500.0,-601270.254
"LEBT","010","","","Drf","009","","","",95.0,35.0,1356.9,0.0,0.0,1356.9,1404.4,0.0,0.0,1404.4,1451.9,0.0,0.0,1451.9,0.0,-4500.0,-601270.254,0.0,-4500.0,-601222.754,0.0,-4500.0,-601175.254
"LEBT","010","","BMD","Chop","001","","","LEBT-010:BMD-Chop-001",0.0,35.0,1451.9,0.0,0.0,1451.9,1451.9,0.0,0.0,1451.9,1451.9,0.0,0.0,1451.9,0.0,-4500.0,-601175.254,0.0,-4500.0,-601175.254,0.0,-4500.0,-601175.254
"LEBT","010","","","Drf","010","","","",79.9,75.0,1451.9,0.0,0.0,1451.9,1491.85,0.0,0.0,1491.85,1531.8,0.0,0.0,1531.8,0.0,-4500.0,-601175.254,0.0,-4500.0,-601135.304,0.0,-4500.0,-601095.354
"LEBT","010","","PBI","FC","001","FC1","FC","LEBT-010:PBI-FC-001",0.0,75.0,1531.8,0.0,0.0,1531.8,1531.8,0.0,0.0,1531.8,1531.8,0.0,0.0,1531.8,0.0,-4500.0,-601095.354,0.0,-4500.0,-601095.354,0.0,-4500.0,-601095.354
"LEBT","010","","","Drf","011","","","",103.5,75.0,1531.8,0.0,0.0,1531.8,1583.55,0.0,0.0,1583.55,1635.3,0.0,0.0,1635.3,0.0,-4500.0,-601095.354,0.0,-4500.0,-601043.604,0.0,-4500.0,-600991.854
"LEBT","010","","PBI","Dpl","001","Dpl1","Dpl","LEBT-010:PBI-Dpl-001",0.0,75.0,1635.3,0.0,0.0,1635.3,1635.3,0.0,0.0,1635.3,1635.3,0.0,0.0,1635.3,0.0,-4500.0,-600991.854,0.0,-4500.0,-600991.854,0.0,-4500.0,-600991.854
"LEBT","010","","","Drf","012","","","",14.647,75.0,1635.3,0.0,0.0,1635.3,1642.623,0.0,0.0,1642.623,1649.947,0.0,0.0,1649.947,0.0,-4500.0,-600991.854,0.0,-4500.0,-600984.531,0.0,-4500.0,-600977.207
"LEBT","010","","PBI","EMU","001","EMU1","Alison Scanner","LEBT-010:PBI-EMU-001",0.0,75.0,1649.947,0.0,0.0,1649.947,1649.947,0.0,0.0,1649.947,1649.947,0.0,0.0,1649.947,0.0,-4500.0,-600977.207,0.0,-4500.0,-600977.207,0.0,-4500.0,-600977.207
"LEBT","010","","","Drf","013","","","",80.953,75.0,1649.947,0.0,0.0,1649.947,1690.423,0.0,0.0,1690.423,1730.9,0.0,0.0,1730.9,0.0,-4500.0,-600977.207,0.0,-4500.0,-600936.731,0.0,-4500.0,-600896.254
"LEBT","010","","PBI","NPM","001","NPM1A","BIF","LEBT-010:PBI-NPM-001",0.0,75.0,1730.9,0.0,0.0,1730.9,1730.9,0.0,0.0,1730.9,1730.9,0.0,0.0,1730.9,0.0,-4500.0,-600896.254,0.0,-4500.0,-600896.254,0.0,-4500.0,-600896.254
"LEBT","010","","","Drf","014","","","",45.5,75.0,1730.9,0.0,0.0,1730.9,1753.65,0.0,0.0,1753.65,1776.4,0.0,0.0,1776.4,0.0,-4500.0,-600896.254,0.0,-4500.0,-600873.504,0.0,-4500.0,-600850.754
"LEBT","010","","","Drf","015","","","",57.8,50.0,1776.4,0.0,0.0,1776.4,1805.3,0.0,0.0,1805.3,1834.2,0.0,0.0,1834.2,0.0,-4500.0,-600850.754,0.0,-4500.0,-600821.854,0.0,-4500.0,-600792.954
"LEBT","010","","BMD","Sol","002","","","LEBT-010:BMD-Sol-002",545.4,50.0,1834.2,0.0,0.0,1834.2,2106.9,0.0,0.0,2106.9,2379.6,0.0,0.0,2379.6,0.0,-4500.0,-600792.954,0.0,-4500.0,-600520.254,0.0,-4500.0,-600247.554
"LEBT","010","","PBI","BCM","001","BCM1","BCM","LEBT-010:PBI-BCM-001",0.0,50.0,2379.6,0.0,0.0,2379.6,2379.6,0.0,0.0,2379.6,2379.6,0.0,0.0,2379.6,0.0,-4500.0,-600247.554,0.0,-4500.0,-600247.554,0.0,-4500.0,-600247.554
"LEBT","010","","ID","Coll","001","","","LEBT-010:ID-Coll-001",103.362,50.0,2379.6,0.0,0.0,2379.6,2431.281,0.0,0.0,2431.281,2482.962,0.0,0.0,2482.962,0.0,-4500.0,-600247.554,0.0,-4500.0,-600195.873,0.0,-4500.0,-600144.192
"LEBT","010","","","Drf","016","","","",2.0,7.0,2482.962,0.0,0.0,2482.962,2483.962,0.0,0.0,2483.962,2484.962,0.0,0.0,2484.962,0.0,-4500.0,-600144.192,0.0,-4500.0,-600143.192,0.0,-4500.0,-600142.192
"LEBT","010","","","Drf","017","","","",2.0,20.0,2484.962,0.0,0.0,2484.962,2485.962,0.0,0.0,2485.962,2486.962,0.0,0.0,2486.962,0.0,-4500.0,-600142.192,0.0,-4500.0,-600141.192,0.0,-4500.0,-600140.192
"LEBT","010","","","Drf","018","","","",2.0,18.0,2486.962,0.0,0.0,2486.962,2487.962,0.0,0.0,2487.962,2488.962,0.0,0.0,2488.962,0.0,-4500.0,-600140.192,0.0,-4500.0,-600139.192,0.0,-4500.0,-600138.192
"LEBT","010","","","Drf","019","","","",1.0,20.0,2488.962,0.0,0.0,2488.962,2489.462,0.0,0.0,2489.462,2489.962,0.0,0.0,2489.962,0.0,-4500.0,-600138.192,0.0,-4500.0,-600137.692,0.0,-4500.0,-600137.192
"LEBT","010","","","Drf","020","","","",1.188,50.0,2489.962,0.0,0.0,2489.962,2490.556,0.0,0.0,2490.556,2491.15,0.0,0.0,2491.15,0.0,-4500.0,-600137.192,0.0,-4500.0,-600136.598,0.0,-4500.0,-600136.004
"LEBT","010","","","Drf","021","","","",5.0,9.61,2491.15,0.0,0.0,2491.15,2493.65,0.0,0.0,2493.65,2496.15,0.0,0.0,2496.15,0.0,-4500.0,-600136.004,0.0,-4500.0,-600133.504,0.0,-4500.0,-600131.004
"LEBT","010","","","Drf","022","","","",5.0,8.31,2496.15,0.0,0.0,2496.15,2498.65,0.0,0.0,2498.65,2501.15,0.0,0.0,2501.15,0.0,-4500.0,-600131.004,0.0,-4500.0,-600128.504,0.0,-4500.0,-600126.004
"LEBT","010","","","Drf","023","","","",4.75,7.013,2501.15,0.0,0.0,2501.15,2503.525,0.0,0.0,2503.525,2505.9,0.0,0.0,2505.9,0.0,-4500.0,-600126.004,0.0,-4500.0,-600123.629,0.0,-4500.0,-600121.254
"RFQ","010","","","RFC","001","","","",32.286,7.0,2505.9,0.0,0.0,2505.9,2522.043,0.0,0.0,2522.043,2538.186,0.0,0.0,2538.186,0.0,-4500.0,-600121.254,0.0,-4500.0,-600105.111,0.0,-4500.0,-600088.968
"RFQ","010","","","RFC","002","","","",5.381,7.0,2538.186,0.0,0.0,2538.186,2540.877,0.0,0.0,2540.877,2543.567,0.0,0.0,2543.567,0.0,-4500.0,-600088.968,0.0,-4500.0,-600086.278,0.0,-4500.0,-600083.587
"RFQ","010","","","RFC","003","","","",5.381,7.0,2543.567,0.0,0.0,2543.567,2546.258,0.0,0.0,2546.258,2548.948,0.0,0.0,2548.948,0.0,-4500.0,-600083.587,0.0,-4500.0,-600080.897,0.0,-4500.0,-600078.206
"RFQ","010","","","RFC","004","","","",5.381,7.0,2548.948,0.0,0.0,2548.948,2551.639,0.0,0.0,2551.639,2554.329,0.0,0.0,2554.329,0.0,-4500.0,-600078.206,0.0,-4500.0,-600075.516,0.0,-4500.0,-600072.825
"RFQ","010","","","RFC","005","","","",5.381,7.0,2554.329,0.0,0.0,2554.329,2557.019,0.0,0.0,2557.019,2559.71,0.0,0.0,2559.71,0.0,-4500.0,-600072.825,0.0,-4500.0,-600070.135,0.0,-4500.0,-600067.444
"RFQ","010","","","RFC","006","","","",5.381,7.0,2559.71,0.0,0.0,2559.71,2562.4,0.0,0.0,2562.4,2565.091,0.0,0.0,2565.091,0.0,-4500.0,-600067.444,0.0,-4500.0,-600064.754,0.0,-4500.0,-600062.063
"RFQ","010","","","RFC","007","","","",5.381,7.0,2565.091,0.0,0.0,2565.091,2567.781,0.0,0.0,2567.781,2570.472,0.0,0.0,2570.472,0.0,-4500.0,-600062.063,0.0,-4500.0,-600059.373,0.0,-4500.0,-600056.682
"RFQ","010","","","RFC","008","","","",5.381,7.0,2570.472,0.0,0.0,2570.472,2573.162,0.0,0.0,2573.162,2575.853,0.0,0.0,2575.853,0.0,-4500.0,-600056.682,0.0,-4500.0,-600053.992,0.0,-4500.0,-600051.301
"RFQ","010","","","RFC","009","","","",5.381,7.0,2575.853,0.0,0.0,2575.853,2578.543,0.0,0.0,2578.543,2581.234,0.0,0.0,2581.234,0.0,-4500.0,-600051.301,0.0,-4500.0,-600048.611,0.0,-4500.0,-600045.92
"RFQ","010","","","RFC","010","","","",5.381,7.0,2581.234,0.0,0.0,2581.234,2583.924,0.0,0.0,2583.924,2586.615,0.0,0.0,2586.615,0.0,-4500.0,-600045.92,0.0,-4500.0,-600043.23,0.0,-4500.0,-600040.539
"RFQ","010","","","RFC","011","","","",5.381,7.0,2586.615,0.0,0.0,2586.615,2589.305,0.0,0.0,2589.305,2591.996,0.0,0.0,2591.996,0.0,-4500.0,-600040.539,0.0,-4500.0,-600037.849,0.0,-4500.0,-600035.158
"RFQ","010","","","RFC","012","","","",5.381,7.0,2591.996,0.0,0.0,2591.996,2594.686,0.0,0.0,2594.686,2597.377,0.0,0.0,2597.377,0.0,-4500.0,-600035.158,0.0,-4500.0,-600032.468,0.0,-4500.0,-600029.777
"RFQ","010","","","RFC","013","","","",5.381,7.0,2597.377,0.0,0.0,2597.377,2600.067,0.0,0.0,2600.067,2602.758,0.0,0.0,2602.758,0.0,-4500.0,-600029.777,0.0,-4500.0,-600027.087,0.0,-4500.0,-600024.396
"RFQ","010","","","RFC","014","","","",5.381,7.0,2602.758,0.0,0.0,2602.758,2605.448,0.0,0.0,2605.448,2608.139,0.0,0.0,2608.139,0.0,-4500.0,-600024.396,0.0,-4500.0,-600021.706,0.0,-4500.0,-600019.015
"RFQ","010","","","RFC","015","","","",5.381,7.0,2608.139,0.0,0.0,2608.139,2610.829,0.0,0.0,2610.829,2613.52,0.0,0.0,2613.52,0.0,-4500.0,-600019.015,0.0,-4500.0,-600016.325,0.0,-4500.0,-600013.634
"RFQ","010","","","RFC","016","","","",5.381,7.0,2613.52,0.0,0.0,2613.52,2616.21,0.0,0.0,2616.21,2618.901,0.0,0.0,2618.901,0.0,-4500.0,-600013.634,0.0,-4500.0,-600010.944,0.0,-4500.0,-600008.253
"RFQ","010","","","RFC","017","","","",5.381,7.0,2618.901,0.0,0.0,2618.901,2621.591,0.0,0.0,2621.591,2624.282,0.0,0.0,2624.282,0.0,-4500.0,-600008.253,0.0,-4500.0,-600005.563,0.0,-4500.0,-600002.872
"RFQ","010","","","RFC","018","","","",5.381,7.0,2624.282,0.0,0.0,2624.282,2626.972,0.0,0.0,2626.972,2629.663,0.0,0.0,2629.663,0.0,-4500.0,-600002.872,0.0,-4500.0,-600000.182,0.0,-4500.0,-599997.491
"RFQ","010","","","RFC","019","","","",5.381,7.0,2629.663,0.0,0.0,2629.663,2632.353,0.0,0.0,2632.353,2635.044,0.0,0.0,2635.044,0.0,-4500.0,-599997.491,0.0,-4500.0,-599994.801,0.0,-4500.0,-599992.11
"RFQ","010","","","RFC","020","","","",5.381,7.0,2635.044,0.0,0.0,2635.044,2637.734,0.0,0.0,2637.734,2640.425,0.0,0.0,2640.425,0.0,-4500.0,-599992.11,0.0,-4500.0,-599989.42,0.0,-4500.0,-599986.729
"RFQ","010","","","RFC","021","","","",5.381,7.0,2640.425,0.0,0.0,2640.425,2643.115,0.0,0.0,2643.115,2645.806,0.0,0.0,2645.806,0.0,-4500.0,-599986.729,0.0,-4500.0,-599984.039,0.0,-4500.0,-599981.348
"RFQ","010","","","RFC","022","","","",5.381,7.0,2645.806,0.0,0.0,2645.806,2648.496,0.0,0.0,2648.496,2651.187,0.0,0.0,2651.187,0.0,-4500.0,-599981.348,0.0,-4500.0,-599978.658,0.0,-4500.0,-599975.967
"RFQ","010","","","RFC","023","","","",5.381,7.0,2651.187,0.0,0.0,2651.187,2653.877,0.0,0.0,2653.877,2656.568,0.0,0.0,2656.568,0.0,-4500.0,-599975.967,0.0,-4500.0,-599973.277,0.0,-4500.0,-599970.586
"RFQ","010","","","RFC","024","","","",5.381,7.0,2656.568,0.0,0.0,2656.568,2659.258,0.0,0.0,2659.258,2661.949,0.0,0.0,2661.949,0.0,-4500.0,-599970.586,0.0,-4500.0,-599967.896,0.0,-4500.0,-599965.205
"RFQ","010","","","RFC","025","","","",5.381,7.0,2661.949,0.0,0.0,2661.949,2664.639,0.0,0.0,2664.639,2667.33,0.0,0.0,2667.33,0.0,-4500.0,-599965.205,0.0,-4500.0,-599962.515,0.0,-4500.0,-599959.824
"RFQ","010","","","RFC","026","","","",5.381,7.0,2667.33,0.0,0.0,2667.33,2670.02,0.0,0.0,2670.02,2672.711,0.0,0.0,2672.711,0.0,-4500.0,-599959.824,0.0,-4500.0,-599957.134,0.0,-4500.0,-599954.443
"RFQ","010","","","RFC","027","","","",5.381,7.0,2672.711,0.0,0.0,2672.711,2675.401,0.0,0.0,2675.401,2678.092,0.0,0.0,2678.092,0.0,-4500.0,-599954.443,0.0,-4500.0,-599951.753,0.0,-4500.0,-599949.062
"RFQ","010","","","RFC","028","","","",5.381,7.0,2678.092,0.0,0.0,2678.092,2680.782,0.0,0.0,2680.782,2683.473,0.0,0.0,2683.473,0.0,-4500.0,-599949.062,0.0,-4500.0,-599946.372,0.0,-4500.0,-599943.681
"RFQ","010","","","RFC","029","","","",5.381,7.0,2683.473,0.0,0.0,2683.473,2686.163,0.0,0.0,2686.163,2688.854,0.0,0.0,2688.854,0.0,-4500.0,-599943.681,0.0,-4500.0,-599940.991,0.0,-4500.0,-599938.3
"RFQ","010","","","RFC","030","","","",5.381,7.0,2688.854,0.0,0.0,2688.854,2691.544,0.0,0.0,2691.544,2694.235,0.0,0.0,2694.235,0.0,-4500.0,-599938.3,0.0,-4500.0,-599935.61,0.0,-4500.0,-599932.919
"RFQ","010","","","RFC","031","","","",5.381,7.0,2694.235,0.0,0.0,2694.235,2696.925,0.0,0.0,2696.925,2699.616,0.0,0.0,2699.616,0.0,-4500.0,-599932.919,0.0,-4500.0,-599930.229,0.0,-4500.0,-599927.538
"RFQ","010","","","RFC","032","","","",5.381,7.0,2699.616,0.0,0.0,2699.616,2702.306,0.0,0.0,2702.306,2704.997,0.0,0.0,2704.997,0.0,-4500.0,-599927.538,0.0,-4500.0,-599924.848,0.0,-4500.0,-599922.157
"RFQ","010","","","RFC","033","","","",5.381,7.0,2704.997,0.0,0.0,2704.997,2707.687,0.0,0.0,2707.687,2710.378,0.0,0.0,2710.378,0.0,-4500.0,-599922.157,0.0,-4500.0,-599919.467,0.0,-4500.0,-599916.776
"RFQ","010","","","RFC","034","","","",5.381,7.0,2710.378,0.0,0.0,2710.378,2713.068,0.0,0.0,2713.068,2715.759,0.0,0.0,2715.759,0.0,-4500.0,-599916.776,0.0,-4500.0,-599914.086,0.0,-4500.0,-599911.395
"RFQ","010","","","RFC","035","","","",5.381,7.0,2715.759,0.0,0.0,2715.759,2718.449,0.0,0.0,2718.449,2721.14,0.0,0.0,2721.14,0.0,-4500.0,-599911.395,0.0,-4500.0,-599908.705,0.0,-4500.0,-599906.014
"RFQ","010","","","RFC","036","","","",5.381,7.0,2721.14,0.0,0.0,2721.14,2723.83,0.0,0.0,2723.83,2726.521,0.0,0.0,2726.521,0.0,-4500.0,-599906.014,0.0,-4500.0,-599903.324,0.0,-4500.0,-599900.633
"RFQ","010","","","RFC","037","","","",5.381,7.0,2726.521,0.0,0.0,2726.521,2729.211,0.0,0.0,2729.211,2731.902,0.0,0.0,2731.902,0.0,-4500.0,-599900.633,0.0,-4500.0,-599897.943,0.0,-4500.0,-599895.252
"RFQ","010","","","RFC","038","","","",5.381,7.0,2731.902,0.0,0.0,2731.902,2734.592,0.0,0.0,2734.592,2737.283,0.0,0.0,2737.283,0.0,-4500.0,-599895.252,0.0,-4500.0,-599892.562,0.0,-4500.0,-599889.871
"RFQ","010","","","RFC","039","","","",5.381,7.0,2737.283,0.0,0.0,2737.283,2739.973,0.0,0.0,2739.973,2742.664,0.0,0.0,2742.664,0.0,-4500.0,-599889.871,0.0,-4500.0,-599887.181,0.0,-4500.0,-599884.49
"RFQ","010","","","RFC","040","","","",5.381,7.0,2742.664,0.0,0.0,2742.664,2745.354,0.0,0.0,2745.354,2748.045,0.0,0.0,2748.045,0.0,-4500.0,-599884.49,0.0,-4500.0,-599881.8,0.0,-4500.0,-599879.109
"RFQ","010","","","RFC","041","","","",5.381,7.0,2748.045,0.0,0.0,2748.045,2750.735,0.0,0.0,2750.735,2753.426,0.0,0.0,2753.426,0.0,-4500.0,-599879.109,0.0,-4500.0,-599876.419,0.0,-4500.0,-599873.728
"RFQ","010","","","RFC","042","","","",5.381,7.0,2753.426,0.0,0.0,2753.426,2756.116,0.0,0.0,2756.116,2758.807,0.0,0.0,2758.807,0.0,-4500.0,-599873.728,0.0,-4500.0,-599871.038,0.0,-4500.0,-599868.347
"RFQ","010","","","RFC","043","","","",5.381,7.0,2758.807,0.0,0.0,2758.807,2761.497,0.0,0.0,2761.497,2764.188,0.0,0.0,2764.188,0.0,-4500.0,-599868.347,0.0,-4500.0,-599865.657,0.0,-4500.0,-599862.966
"RFQ","010","","","RFC","044","","","",5.381,7.0,2764.188,0.0,0.0,2764.188,2766.878,0.0,0.0,2766.878,2769.569,0.0,0.0,2769.569,0.0,-4500.0,-599862.966,0.0,-4500.0,-599860.276,0.0,-4500.0,-599857.585
"RFQ","010","","","RFC","045","","","",5.381,7.0,2769.569,0.0,0.0,2769.569,2772.259,0.0,0.0,2772.259,2774.95,0.0,0.0,2774.95,0.0,-4500.0,-599857.585,0.0,-4500.0,-599854.895,0.0,-4500.0,-599852.204
"RFQ","010","","","RFC","046","","","",5.381,7.0,2774.95,0.0,0.0,2774.95,2777.64,0.0,0.0,2777.64,2780.331,0.0,0.0,2780.331,0.0,-4500.0,-599852.204,0.0,-4500.0,-599849.514,0.0,-4500.0,-599846.823
"RFQ","010","","","RFC","047","","","",5.381,7.0,2780.331,0.0,0.0,2780.331,2783.021,0.0,0.0,2783.021,2785.712,0.0,0.0,2785.712,0.0,-4500.0,-599846.823,0.0,-4500.0,-599844.133,0.0,-4500.0,-599841.442
"RFQ","010","","","RFC","048","","","",5.381,7.0,2785.712,0.0,0.0,2785.712,2788.402,0.0,0.0,2788.402,2791.093,0.0,0.0,2791.093,0.0,-4500.0,-599841.442,0.0,-4500.0,-599838.752,0.0,-4500.0,-599836.061
"RFQ","010","","","RFC","049","","","",5.381,7.0,2791.093,0.0,0.0,2791.093,2793.783,0.0,0.0,2793.783,2796.474,0.0,0.0,2796.474,0.0,-4500.0,-599836.061,0.0,-4500.0,-599833.371,0.0,-4500.0,-599830.68
"RFQ","010","","","RFC","050","","","",5.381,7.0,2796.474,0.0,0.0,2796.474,2799.164,0.0,0.0,2799.164,2801.855,0.0,0.0,2801.855,0.0,-4500.0,-599830.68,0.0,-4500.0,-599827.99,0.0,-4500.0,-599825.299
"RFQ","010","","","RFC","051","","","",5.381,7.0,2801.855,0.0,0.0,2801.855,2804.545,0.0,0.0,2804.545,2807.236,0.0,0.0,2807.236,0.0,-4500.0,-599825.299,0.0,-4500.0,-599822.609,0.0,-4500.0,-599819.918
"RFQ","010","","","RFC","052","","","",5.381,7.0,2807.236,0.0,0.0,2807.236,2809.926,0.0,0.0,2809.926,2812.617,0.0,0.0,2812.617,0.0,-4500.0,-599819.918,0.0,-4500.0,-599817.228,0.0,-4500.0,-599814.537
"RFQ","010","","","RFC","053","","","",5.381,7.0,2812.617,0.0,0.0,2812.617,2815.307,0.0,0.0,2815.307,2817.998,0.0,0.0,2817.998,0.0,-4500.0,-599814.537,0.0,-4500.0,-599811.847,0.0,-4500.0,-599809.156
"RFQ","010","","","RFC","054","","","",5.381,7.0,2817.998,0.0,0.0,2817.998,2820.688,0.0,0.0,2820.688,2823.379,0.0,0.0,2823.379,0.0,-4500.0,-599809.156,0.0,-4500.0,-599806.466,0.0,-4500.0,-599803.775
"RFQ","010","","","RFC","055","","","",5.381,7.0,2823.379,0.0,0.0,2823.379,2826.069,0.0,0.0,2826.069,2828.76,0.0,0.0,2828.76,0.0,-4500.0,-599803.775,0.0,-4500.0,-599801.085,0.0,-4500.0,-599798.394
"RFQ","010","","","RFC","056","","","",5.381,7.0,2828.76,0.0,0.0,2828.76,2831.45,0.0,0.0,2831.45,2834.141,0.0,0.0,2834.141,0.0,-4500.0,-599798.394,0.0,-4500.0,-599795.704,0.0,-4500.0,-599793.013
"RFQ","010","","","RFC","057","","","",5.381,7.0,2834.141,0.0,0.0,2834.141,2836.831,0.0,0.0,2836.831,2839.522,0.0,0.0,2839.522,0.0,-4500.0,-599793.013,0.0,-4500.0,-599790.323,0.0,-4500.0,-599787.632
"RFQ","010","","","RFC","058","","","",5.381,7.0,2839.522,0.0,0.0,2839.522,2842.212,0.0,0.0,2842.212,2844.903,0.0,0.0,2844.903,0.0,-4500.0,-599787.632,0.0,-4500.0,-599784.942,0.0,-4500.0,-599782.251
"RFQ","010","","","RFC","059","","","",5.381,7.0,2844.903,0.0,0.0,2844.903,2847.593,0.0,0.0,2847.593,2850.284,0.0,0.0,2850.284,0.0,-4500.0,-599782.251,0.0,-4500.0,-599779.561,0.0,-4500.0,-599776.87
"RFQ","010","","","RFC","060","","","",5.381,7.0,2850.284,0.0,0.0,2850.284,2852.974,0.0,0.0,2852.974,2855.665,0.0,0.0,2855.665,0.0,-4500.0,-599776.87,0.0,-4500.0,-599774.18,0.0,-4500.0,-599771.489
"RFQ","010","","","RFC","061","","","",5.381,7.0,2855.665,0.0,0.0,2855.665,2858.355,0.0,0.0,2858.355,2861.046,0.0,0.0,2861.046,0.0,-4500.0,-599771.489,0.0,-4500.0,-599768.799,0.0,-4500.0,-599766.108
"RFQ","010","","","RFC","062","","","",5.381,7.0,2861.046,0.0,0.0,2861.046,2863.736,0.0,0.0,2863.736,2866.427,0.0,0.0,2866.427,0.0,-4500.0,-599766.108,0.0,-4500.0,-599763.418,0.0,-4500.0,-599760.727
"RFQ","010","","","RFC","063","","","",5.381,7.0,2866.427,0.0,0.0,2866.427,2869.117,0.0,0.0,2869.117,2871.808,0.0,0.0,2871.808,0.0,-4500.0,-599760.727,0.0,-4500.0,-599758.037,0.0,-4500.0,-599755.346
"RFQ","010","","","RFC","064","","","",5.381,7.0,2871.808,0.0,0.0,2871.808,2874.498,0.0,0.0,2874.498,2877.189,0.0,0.0,2877.189,0.0,-4500.0,-599755.346,0.0,-4500.0,-599752.656,0.0,-4500.0,-599749.965
"RFQ","010","","","RFC","065","","","",5.381,7.0,2877.189,0.0,0.0,2877.189,2879.879,0.0,0.0,2879.879,2882.57,0.0,0.0,2882.57,0.0,-4500.0,-599749.965,0.0,-4500.0,-599747.275,0.0,-4500.0,-599744.584
"RFQ","010","","","RFC","066","","","",5.381,7.0,2882.57,0.0,0.0,2882.57,2885.26,0.0,0.0,2885.26,2887.951,0.0,0.0,2887.951,0.0,-4500.0,-599744.584,0.0,-4500.0,-599741.894,0.0,-4500.0,-599739.203
"RFQ","010","","","RFC","067","","","",5.381,7.0,2887.951,0.0,0.0,2887.951,2890.641,0.0,0.0,2890.641,2893.332,0.0,0.0,2893.332,0.0,-4500.0,-599739.203,0.0,-4500.0,-599736.513,0.0,-4500.0,-599733.822
"RFQ","010","","","RFC","068","","","",5.381,7.0,2893.332,0.0,0.0,2893.332,2896.022,0.0,0.0,2896.022,2898.713,0.0,0.0,2898.713,0.0,-4500.0,-599733.822,0.0,-4500.0,-599731.132,0.0,-4500.0,-599728.441
"RFQ","010","","","RFC","069","","","",5.381,7.0,2898.713,0.0,0.0,2898.713,2901.403,0.0,0.0,2901.403,2904.094,0.0,0.0,2904.094,0.0,-4500.0,-599728.441,0.0,-4500.0,-599725.751,0.0,-4500.0,-599723.06
