"sect","cell","slot","disc","elem","index","doorsid","model","essname","len[mm]","r[mm]","s,s[mm]","MCS,s,x[mm]","MCS,s,y[mm]","MCS,s,z[mm]","s,m[mm]","MCS,m,x[mm]","MCS,m,y[mm]","MCS,m,z[mm]","s,e[mm]","MCS,e,x[mm]","MCS,e,y[mm]","MCS,e,z[mm]","TCS,s,x[mm]","TCS,s,y[mm]","TCS,s,z[mm]","TCS,m,x[mm]","TCS,m,y[mm]","TCS,m,z[mm]","TCS,e,x[mm]","TCS,e,y[mm]","TCS,e,z[mm]"
"DTL","010","","","DTC","011","","","",89.009,10.0,11793.436,0.0,0.0,11793.436,11837.941,0.0,0.0,11837.941,11882.446,0.0,0.0,11882.446,0.0,-4500.0,-590833.718,0.0,-4500.0,-590789.213,0.0,-4500.0,-590744.709
"DTL","010","","BMD","QH","003","PMQH50","","DTL-010:BMD-QH-003",0.0,10.0,11882.815,0.0,0.0,11882.815,11882.815,0.0,0.0,11882.815,11882.815,0.0,0.0,11882.815,0.0,-4500.0,-590744.34,0.0,-4500.0,-590744.34,0.0,-4500.0,-590744.34
"DTL","010","","","DTC","012","","","",90.597,10.0,11882.446,0.0,0.0,11882.446,11927.744,0.0,0.0,11927.744,11973.042,0.0,0.0,11973.042,0.0,-4500.0,-590744.709,0.0,-4500.0,-590699.41,0.0,-4500.0,-590654.112
"DTL","010","","BMD","CH","002","","","DTL-010:BMD-CH-002",0.0,10.0,11973.41,0.0,0.0,11973.41,11973.41,0.0,0.0,11973.41,11973.41,0.0,0.0,11973.41,0.0,-4500.0,-590653.744,0.0,-4500.0,-590653.744,0.0,-4500.0,-590653.744
"DTL","010","","","DTC","013","","","",92.2,10.0,11973.042,0.0,0.0,11973.042,12019.142,0.0,0.0,12019.142,12065.242,0.0,0.0,12065.242,0.0,-4500.0,-590654.112,0.0,-4500.0,-590608.012,0.0,-4500.0,-590561.912
"DTL","010","","BMD","QV","004","PMQV50","","DTL-010:BMD-QV-004",0.0,10.0,12065.616,0.0,0.0,12065.616,12065.616,0.0,0.0,12065.616,12065.616,0.0,0.0,12065.616,0.0,-4500.0,-590561.538,0.0,-4500.0,-590561.538,0.0,-4500.0,-590561.538
"DTL","010","","","DTC","014","","","",93.808,10.0,12065.242,0.0,0.0,12065.242,12112.146,0.0,0.0,12112.146,12159.05,0.0,0.0,12159.05,0.0,-4500.0,-590561.912,0.0,-4500.0,-590515.008,0.0,-4500.0,-590468.105
"DTL","010","","","DTC","015","","","",95.429,10.0,12159.05,0.0,0.0,12159.05,12206.764,0.0,0.0,12206.764,12254.479,0.0,0.0,12254.479,0.0,-4500.0,-590468.105,0.0,-4500.0,-590420.39,0.0,-4500.0,-590372.676
"DTL","010","","BMD","QH","004","PMQH50","","DTL-010:BMD-QH-004",0.0,10.0,12254.843,0.0,0.0,12254.843,12254.843,0.0,0.0,12254.843,12254.843,0.0,0.0,12254.843,0.0,-4500.0,-590372.311,0.0,-4500.0,-590372.311,0.0,-4500.0,-590372.311
"DTL","010","","","DTC","016","","","",97.062,10.0,12254.479,0.0,0.0,12254.479,12303.01,0.0,0.0,12303.01,12351.541,0.0,0.0,12351.541,0.0,-4500.0,-590372.676,0.0,-4500.0,-590324.145,0.0,-4500.0,-590275.614
"DTL","010","","PBI","BPM","002","BPM2","BPM","DTL-010:PBI-BPM-002",0.0,10.0,12351.932,0.0,0.0,12351.932,12351.932,0.0,0.0,12351.932,12351.932,0.0,0.0,12351.932,0.0,-4500.0,-590275.222,0.0,-4500.0,-590275.222,0.0,-4500.0,-590275.222
"DTL","010","","","DTC","017","","","",98.699,10.0,12351.541,0.0,0.0,12351.541,12400.89,0.0,0.0,12400.89,12450.24,0.0,0.0,12450.24,0.0,-4500.0,-590275.614,0.0,-4500.0,-590226.264,0.0,-4500.0,-590176.914
"DTL","010","","BMD","QV","005","PMQV50","","DTL-010:BMD-QV-005",0.0,10.0,12450.61,0.0,0.0,12450.61,12450.61,0.0,0.0,12450.61,12450.61,0.0,0.0,12450.61,0.0,-4500.0,-590176.544,0.0,-4500.0,-590176.544,0.0,-4500.0,-590176.544
"DTL","010","","","DTC","018","","","",100.348,10.0,12450.24,0.0,0.0,12450.24,12500.414,0.0,0.0,12500.414,12550.588,0.0,0.0,12550.588,0.0,-4500.0,-590176.914,0.0,-4500.0,-590126.74,0.0,-4500.0,-590076.566
"DTL","010","","","DTC","019","","","",102.009,10.0,12550.588,0.0,0.0,12550.588,12601.592,0.0,0.0,12601.592,12652.597,0.0,0.0,12652.597,0.0,-4500.0,-590076.566,0.0,-4500.0,-590025.562,0.0,-4500.0,-589974.558
"DTL","010","","BMD","QH","005","PMQH50","","DTL-010:BMD-QH-005",0.0,10.0,12652.987,0.0,0.0,12652.987,12652.987,0.0,0.0,12652.987,12652.987,0.0,0.0,12652.987,0.0,-4500.0,-589974.167,0.0,-4500.0,-589974.167,0.0,-4500.0,-589974.167
"DTL","010","","","DTC","020","","","",103.672,10.0,12652.597,0.0,0.0,12652.597,12704.433,0.0,0.0,12704.433,12756.269,0.0,0.0,12756.269,0.0,-4500.0,-589974.558,0.0,-4500.0,-589922.722,0.0,-4500.0,-589870.885
"DTL","010","","PBI","BPM","003","BPM2","BPM","DTL-010:PBI-BPM-003",0.0,10.0,12756.669,0.0,0.0,12756.669,12756.669,0.0,0.0,12756.669,12756.669,0.0,0.0,12756.669,0.0,-4500.0,-589870.485,0.0,-4500.0,-589870.485,0.0,-4500.0,-589870.485
"DTL","010","","","DTC","021","","","",105.35,10.0,12756.269,0.0,0.0,12756.269,12808.944,0.0,0.0,12808.944,12861.619,0.0,0.0,12861.619,0.0,-4500.0,-589870.885,0.0,-4500.0,-589818.211,0.0,-4500.0,-589765.536
"DTL","010","","BMD","QV","006","PMQV50","","DTL-010:BMD-QV-006",0.0,10.0,12861.992,0.0,0.0,12861.992,12861.992,0.0,0.0,12861.992,12861.992,0.0,0.0,12861.992,0.0,-4500.0,-589765.162,0.0,-4500.0,-589765.162,0.0,-4500.0,-589765.162
"DTL","010","","","DTC","022","","","",107.029,10.0,12861.619,0.0,0.0,12861.619,12915.133,0.0,0.0,12915.133,12968.648,0.0,0.0,12968.648,0.0,-4500.0,-589765.536,0.0,-4500.0,-589712.021,0.0,-4500.0,-589658.506
"DTL","010","","BMD","CV","003","","","DTL-010:BMD-CV-003",0.0,10.0,12969.054,0.0,0.0,12969.054,12969.054,0.0,0.0,12969.054,12969.054,0.0,0.0,12969.054,0.0,-4500.0,-589658.1,0.0,-4500.0,-589658.1,0.0,-4500.0,-589658.1
"DTL","010","","","DTC","023","","","",108.72,10.0,12968.648,0.0,0.0,12968.648,13023.008,0.0,0.0,13023.008,13077.368,0.0,0.0,13077.368,0.0,-4500.0,-589658.506,0.0,-4500.0,-589604.146,0.0,-4500.0,-589549.787
"DTL","010","","BMD","QH","006","PMQH50","","DTL-010:BMD-QH-006",0.0,10.0,13077.748,0.0,0.0,13077.748,13077.748,0.0,0.0,13077.748,13077.748,0.0,0.0,13077.748,0.0,-4500.0,-589549.407,0.0,-4500.0,-589549.407,0.0,-4500.0,-589549.407
"DTL","010","","","DTC","024","","","",110.42,10.0,13077.368,0.0,0.0,13077.368,13132.578,0.0,0.0,13132.578,13187.788,0.0,0.0,13187.788,0.0,-4500.0,-589549.787,0.0,-4500.0,-589494.577,0.0,-4500.0,-589439.367
"DTL","010","","BMD","CH","003","","","DTL-010:BMD-CH-003",0.0,10.0,13188.198,0.0,0.0,13188.198,13188.198,0.0,0.0,13188.198,13188.198,0.0,0.0,13188.198,0.0,-4500.0,-589438.956,0.0,-4500.0,-589438.956,0.0,-4500.0,-589438.956
"DTL","010","","","DTC","025","","","",112.122,10.0,13187.788,0.0,0.0,13187.788,13243.848,0.0,0.0,13243.848,13299.909,0.0,0.0,13299.909,0.0,-4500.0,-589439.367,0.0,-4500.0,-589383.306,0.0,-4500.0,-589327.245
"DTL","010","","BMD","QV","007","PMQV50","","DTL-010:BMD-QV-007",0.0,10.0,13300.267,0.0,0.0,13300.267,13300.267,0.0,0.0,13300.267,13300.267,0.0,0.0,13300.267,0.0,-4500.0,-589326.888,0.0,-4500.0,-589326.888,0.0,-4500.0,-589326.888
"DTL","010","","","DTC","026","","","",113.832,10.0,13299.909,0.0,0.0,13299.909,13356.826,0.0,0.0,13356.826,13413.742,0.0,0.0,13413.742,0.0,-4500.0,-589327.245,0.0,-4500.0,-589270.329,0.0,-4500.0,-589213.413
"DTL","010","","","DTC","027","","","",115.552,10.0,13413.742,0.0,0.0,13413.742,13471.518,0.0,0.0,13471.518,13529.294,0.0,0.0,13529.294,0.0,-4500.0,-589213.413,0.0,-4500.0,-589155.637,0.0,-4500.0,-589097.861
"DTL","010","","BMD","QH","007","PMQH50","","DTL-010:BMD-QH-007",0.0,10.0,13529.653,0.0,0.0,13529.653,13529.653,0.0,0.0,13529.653,13529.653,0.0,0.0,13529.653,0.0,-4500.0,-589097.501,0.0,-4500.0,-589097.501,0.0,-4500.0,-589097.501
"DTL","010","","","DTC","028","","","",117.27,10.0,13529.294,0.0,0.0,13529.294,13587.929,0.0,0.0,13587.929,13646.564,0.0,0.0,13646.564,0.0,-4500.0,-589097.861,0.0,-4500.0,-589039.226,0.0,-4500.0,-588980.591
"DTL","010","","BMD","CV","004","","","DTL-010:BMD-CV-004",0.0,10.0,13646.924,0.0,0.0,13646.924,13646.924,0.0,0.0,13646.924,13646.924,0.0,0.0,13646.924,0.0,-4500.0,-588980.231,0.0,-4500.0,-588980.231,0.0,-4500.0,-588980.231
"DTL","010","","","DTC","029","","","",119.0,10.0,13646.564,0.0,0.0,13646.564,13706.064,0.0,0.0,13706.064,13765.564,0.0,0.0,13765.564,0.0,-4500.0,-588980.591,0.0,-4500.0,-588921.091,0.0,-4500.0,-588861.591
"DTL","010","","BMD","QV","008","PMQV50","","DTL-010:BMD-QV-008",0.0,10.0,13765.924,0.0,0.0,13765.924,13765.924,0.0,0.0,13765.924,13765.924,0.0,0.0,13765.924,0.0,-4500.0,-588861.23,0.0,-4500.0,-588861.23,0.0,-4500.0,-588861.23
"DTL","010","","","DTC","030","","","",120.728,10.0,13765.564,0.0,0.0,13765.564,13825.927,0.0,0.0,13825.927,13886.291,0.0,0.0,13886.291,0.0,-4500.0,-588861.591,0.0,-4500.0,-588801.227,0.0,-4500.0,-588740.863
"DTL","010","","BMD","CH","004","","","DTL-010:BMD-CH-004",0.0,10.0,13886.677,0.0,0.0,13886.677,13886.677,0.0,0.0,13886.677,13886.677,0.0,0.0,13886.677,0.0,-4500.0,-588740.477,0.0,-4500.0,-588740.477,0.0,-4500.0,-588740.477
"DTL","010","","","DTC","031","","","",122.464,10.0,13886.291,0.0,0.0,13886.291,13947.523,0.0,0.0,13947.523,14008.756,0.0,0.0,14008.756,0.0,-4500.0,-588740.863,0.0,-4500.0,-588679.631,0.0,-4500.0,-588618.399
"DTL","010","","BMD","QH","008","PMQH50","","DTL-010:BMD-QH-008",0.0,10.0,14009.12,0.0,0.0,14009.12,14009.12,0.0,0.0,14009.12,14009.12,0.0,0.0,14009.12,0.0,-4500.0,-588618.034,0.0,-4500.0,-588618.034,0.0,-4500.0,-588618.034
"DTL","010","","","DTC","032","","","",124.209,10.0,14008.756,0.0,0.0,14008.756,14070.86,0.0,0.0,14070.86,14132.964,0.0,0.0,14132.964,0.0,-4500.0,-588618.399,0.0,-4500.0,-588556.294,0.0,-4500.0,-588494.19
"DTL","010","","","DTC","033","","","",125.95,10.0,14132.964,0.0,0.0,14132.964,14195.939,0.0,0.0,14195.939,14258.914,0.0,0.0,14258.914,0.0,-4500.0,-588494.19,0.0,-4500.0,-588431.215,0.0,-4500.0,-588368.24
"DTL","010","","BMD","QV","009","PMQV50","","DTL-010:BMD-QV-009",0.0,10.0,14259.296,0.0,0.0,14259.296,14259.296,0.0,0.0,14259.296,14259.296,0.0,0.0,14259.296,0.0,-4500.0,-588367.858,0.0,-4500.0,-588367.858,0.0,-4500.0,-588367.858
"DTL","010","","","DTC","034","","","",127.703,10.0,14258.914,0.0,0.0,14258.914,14322.766,0.0,0.0,14322.766,14386.617,0.0,0.0,14386.617,0.0,-4500.0,-588368.24,0.0,-4500.0,-588304.388,0.0,-4500.0,-588240.537
"DTL","010","","PBI","BPM","004","BPM2","BPM","DTL-010:PBI-BPM-004",0.0,10.0,14386.979,0.0,0.0,14386.979,14386.979,0.0,0.0,14386.979,14386.979,0.0,0.0,14386.979,0.0,-4500.0,-588240.175,0.0,-4500.0,-588240.175,0.0,-4500.0,-588240.175
"DTL","010","","","DTC","035","","","",129.453,10.0,14386.617,0.0,0.0,14386.617,14451.344,0.0,0.0,14451.344,14516.07,0.0,0.0,14516.07,0.0,-4500.0,-588240.537,0.0,-4500.0,-588175.81,0.0,-4500.0,-588111.084
"DTL","010","","BMD","QH","009","PMQH50","","DTL-010:BMD-QH-009",0.0,10.0,14516.414,0.0,0.0,14516.414,14516.414,0.0,0.0,14516.414,14516.414,0.0,0.0,14516.414,0.0,-4500.0,-588110.74,0.0,-4500.0,-588110.74,0.0,-4500.0,-588110.74
"DTL","010","","","DTC","036","","","",131.21,10.0,14516.07,0.0,0.0,14516.07,14581.675,0.0,0.0,14581.675,14647.28,0.0,0.0,14647.28,0.0,-4500.0,-588111.084,0.0,-4500.0,-588045.479,0.0,-4500.0,-587979.874
"DTL","010","","","DTC","037","","","",132.974,10.0,14647.28,0.0,0.0,14647.28,14713.767,0.0,0.0,14713.767,14780.254,0.0,0.0,14780.254,0.0,-4500.0,-587979.874,0.0,-4500.0,-587913.388,0.0,-4500.0,-587846.901
"DTL","010","","BMD","QV","010","PMQV50","","DTL-010:BMD-QV-010",0.0,10.0,14780.618,0.0,0.0,14780.618,14780.618,0.0,0.0,14780.618,14780.618,0.0,0.0,14780.618,0.0,-4500.0,-587846.537,0.0,-4500.0,-587846.537,0.0,-4500.0,-587846.537
"DTL","010","","","DTC","038","","","",134.734,10.0,14780.254,0.0,0.0,14780.254,14847.621,0.0,0.0,14847.621,14914.988,0.0,0.0,14914.988,0.0,-4500.0,-587846.901,0.0,-4500.0,-587779.533,0.0,-4500.0,-587712.166
"DTL","010","","","DTC","039","","","",136.502,10.0,14914.988,0.0,0.0,14914.988,14983.239,0.0,0.0,14983.239,15051.49,0.0,0.0,15051.49,0.0,-4500.0,-587712.166,0.0,-4500.0,-587643.915,0.0,-4500.0,-587575.664
"DTL","010","","BMD","QH","010","PMQH50","","DTL-010:BMD-QH-010",0.0,10.0,15051.852,0.0,0.0,15051.852,15051.852,0.0,0.0,15051.852,15051.852,0.0,0.0,15051.852,0.0,-4500.0,-587575.303,0.0,-4500.0,-587575.303,0.0,-4500.0,-587575.303
"DTL","010","","","DTC","040","","","",138.277,10.0,15051.49,0.0,0.0,15051.49,15120.629,0.0,0.0,15120.629,15189.767,0.0,0.0,15189.767,0.0,-4500.0,-587575.664,0.0,-4500.0,-587506.526,0.0,-4500.0,-587437.387
"DTL","010","","PBI","BPM","005","BPM2","BPM","DTL-010:PBI-BPM-005",0.0,10.0,15190.132,0.0,0.0,15190.132,15190.132,0.0,0.0,15190.132,15190.132,0.0,0.0,15190.132,0.0,-4500.0,-587437.023,0.0,-4500.0,-587437.023,0.0,-4500.0,-587437.023
"DTL","010","","","DTC","041","","","",140.047,10.0,15189.767,0.0,0.0,15189.767,15259.791,0.0,0.0,15259.791,15329.814,0.0,0.0,15329.814,0.0,-4500.0,-587437.387,0.0,-4500.0,-587367.364,0.0,-4500.0,-587297.34
"DTL","010","","BMD","QV","011","PMQV50","","DTL-010:BMD-QV-011",0.0,10.0,15330.18,0.0,0.0,15330.18,15330.18,0.0,0.0,15330.18,15330.18,0.0,0.0,15330.18,0.0,-4500.0,-587296.975,0.0,-4500.0,-587296.975,0.0,-4500.0,-587296.975
"DTL","010","","","DTC","042","","","",141.828,10.0,15329.814,0.0,0.0,15329.814,15400.728,0.0,0.0,15400.728,15471.642,0.0,0.0,15471.642,0.0,-4500.0,-587297.34,0.0,-4500.0,-587226.426,0.0,-4500.0,-587155.512
"DTL","010","","","DTC","043","","","",143.604,10.0,15471.642,0.0,0.0,15471.642,15543.444,0.0,0.0,15543.444,15615.246,0.0,0.0,15615.246,0.0,-4500.0,-587155.512,0.0,-4500.0,-587083.71,0.0,-4500.0,-587011.908
"DTL","010","","BMD","QH","011","PMQH50","","DTL-010:BMD-QH-011",0.0,10.0,15615.641,0.0,0.0,15615.641,15615.641,0.0,0.0,15615.641,15615.641,0.0,0.0,15615.641,0.0,-4500.0,-587011.513,0.0,-4500.0,-587011.513,0.0,-4500.0,-587011.513
"DTL","010","","","DTC","044","","","",145.387,10.0,15615.246,0.0,0.0,15615.246,15687.939,0.0,0.0,15687.939,15760.633,0.0,0.0,15760.633,0.0,-4500.0,-587011.908,0.0,-4500.0,-586939.215,0.0,-4500.0,-586866.522
"DTL","010","","BMD","CV","005","","","DTL-010:BMD-CV-005",0.0,10.0,15760.967,0.0,0.0,15760.967,15760.967,0.0,0.0,15760.967,15760.967,0.0,0.0,15760.967,0.0,-4500.0,-586866.187,0.0,-4500.0,-586866.187,0.0,-4500.0,-586866.187
"DTL","010","","","DTC","045","","","",147.176,10.0,15760.633,0.0,0.0,15760.633,15834.221,0.0,0.0,15834.221,15907.809,0.0,0.0,15907.809,0.0,-4500.0,-586866.522,0.0,-4500.0,-586792.933,0.0,-4500.0,-586719.345
"DTL","010","","BMD","QV","012","PMQV50","","DTL-010:BMD-QV-012",0.0,10.0,15908.201,0.0,0.0,15908.201,15908.201,0.0,0.0,15908.201,15908.201,0.0,0.0,15908.201,0.0,-4500.0,-586718.953,0.0,-4500.0,-586718.953,0.0,-4500.0,-586718.953
"DTL","010","","","DTC","046","","","",148.96,10.0,15907.809,0.0,0.0,15907.809,15982.289,0.0,0.0,15982.289,16056.769,0.0,0.0,16056.769,0.0,-4500.0,-586719.345,0.0,-4500.0,-586644.865,0.0,-4500.0,-586570.385
"DTL","010","","BMD","CH","005","","","DTL-010:BMD-CH-005",0.0,10.0,16057.135,0.0,0.0,16057.135,16057.135,0.0,0.0,16057.135,16057.135,0.0,0.0,16057.135,0.0,-4500.0,-586570.019,0.0,-4500.0,-586570.019,0.0,-4500.0,-586570.019
"DTL","010","","","DTC","047","","","",150.75,10.0,16056.769,0.0,0.0,16056.769,16132.144,0.0,0.0,16132.144,16207.519,0.0,0.0,16207.519,0.0,-4500.0,-586570.385,0.0,-4500.0,-586495.01,0.0,-4500.0,-586419.635
"DTL","010","","BMD","QH","012","PMQH50","","DTL-010:BMD-QH-012",0.0,10.0,16207.882,0.0,0.0,16207.882,16207.882,0.0,0.0,16207.882,16207.882,0.0,0.0,16207.882,0.0,-4500.0,-586419.272,0.0,-4500.0,-586419.272,0.0,-4500.0,-586419.272
"DTL","010","","","DTC","048","","","",152.547,10.0,16207.519,0.0,0.0,16207.519,16283.793,0.0,0.0,16283.793,16360.067,0.0,0.0,16360.067,0.0,-4500.0,-586419.635,0.0,-4500.0,-586343.361,0.0,-4500.0,-586267.088
"DTL","010","","","DTC","049","","","",154.338,10.0,16360.067,0.0,0.0,16360.067,16437.235,0.0,0.0,16437.235,16514.404,0.0,0.0,16514.404,0.0,-4500.0,-586267.088,0.0,-4500.0,-586189.919,0.0,-4500.0,-586112.75
"DTL","010","","BMD","QV","013","PMQV50","","DTL-010:BMD-QV-013",0.0,10.0,16514.798,0.0,0.0,16514.798,16514.798,0.0,0.0,16514.798,16514.798,0.0,0.0,16514.798,0.0,-4500.0,-586112.356,0.0,-4500.0,-586112.356,0.0,-4500.0,-586112.356
"DTL","010","","","DTC","050","","","",156.139,10.0,16514.404,0.0,0.0,16514.404,16592.474,0.0,0.0,16592.474,16670.543,0.0,0.0,16670.543,0.0,-4500.0,-586112.75,0.0,-4500.0,-586034.681,0.0,-4500.0,-585956.611
"DTL","010","","BMD","CV","006","","","DTL-010:BMD-CV-006",0.0,10.0,16670.866,0.0,0.0,16670.866,16670.866,0.0,0.0,16670.866,16670.866,0.0,0.0,16670.866,0.0,-4500.0,-585956.288,0.0,-4500.0,-585956.288,0.0,-4500.0,-585956.288
"DTL","010","","","DTC","051","","","",157.933,10.0,16670.543,0.0,0.0,16670.543,16749.51,0.0,0.0,16749.51,16828.476,0.0,0.0,16828.476,0.0,-4500.0,-585956.611,0.0,-4500.0,-585877.645,0.0,-4500.0,-585798.678
"DTL","010","","BMD","QH","013","PMQH50","","DTL-010:BMD-QH-013",0.0,10.0,16828.877,0.0,0.0,16828.877,16828.877,0.0,0.0,16828.877,16828.877,0.0,0.0,16828.877,0.0,-4500.0,-585798.277,0.0,-4500.0,-585798.277,0.0,-4500.0,-585798.277
"DTL","010","","","DTC","052","","","",159.734,10.0,16828.476,0.0,0.0,16828.476,16908.343,0.0,0.0,16908.343,16988.21,0.0,0.0,16988.21,0.0,-4500.0,-585798.678,0.0,-4500.0,-585718.811,0.0,-4500.0,-585638.944
"DTL","010","","BMD","CH","006","","","DTL-010:BMD-CH-006",0.0,10.0,16988.561,0.0,0.0,16988.561,16988.561,0.0,0.0,16988.561,16988.561,0.0,0.0,16988.561,0.0,-4500.0,-585638.594,0.0,-4500.0,-585638.594,0.0,-4500.0,-585638.594
"DTL","010","","","DTC","053","","","",161.54,10.0,16988.21,0.0,0.0,16988.21,17068.98,0.0,0.0,17068.98,17149.75,0.0,0.0,17149.75,0.0,-4500.0,-585638.944,0.0,-4500.0,-585558.174,0.0,-4500.0,-585477.404
"DTL","010","","BMD","QV","014","PMQV50","","DTL-010:BMD-QV-014",0.0,10.0,17150.145,0.0,0.0,17150.145,17150.145,0.0,0.0,17150.145,17150.145,0.0,0.0,17150.145,0.0,-4500.0,-585477.01,0.0,-4500.0,-585477.01,0.0,-4500.0,-585477.01
"DTL","010","","","DTC","054","","","",163.34,10.0,17149.75,0.0,0.0,17149.75,17231.42,0.0,0.0,17231.42,17313.09,0.0,0.0,17313.09,0.0,-4500.0,-585477.404,0.0,-4500.0,-585395.734,0.0,-4500.0,-585314.064
"DTL","010","","","DTC","055","","","",165.145,10.0,17313.09,0.0,0.0,17313.09,17395.663,0.0,0.0,17395.663,17478.236,0.0,0.0,17478.236,0.0,-4500.0,-585314.064,0.0,-4500.0,-585231.491,0.0,-4500.0,-585148.919
"DTL","010","","BMD","QH","014","PMQH50","","DTL-010:BMD-QH-014",0.0,10.0,17478.591,0.0,0.0,17478.591,17478.591,0.0,0.0,17478.591,17478.591,0.0,0.0,17478.591,0.0,-4500.0,-585148.563,0.0,-4500.0,-585148.563,0.0,-4500.0,-585148.563
"DTL","010","","","DTC","056","","","",166.956,10.0,17478.236,0.0,0.0,17478.236,17561.714,0.0,0.0,17561.714,17645.192,0.0,0.0,17645.192,0.0,-4500.0,-585148.919,0.0,-4500.0,-585065.441,0.0,-4500.0,-584981.963
"DTL","010","","","DTC","057","","","",168.758,10.0,17645.192,0.0,0.0,17645.192,17729.571,0.0,0.0,17729.571,17813.95,0.0,0.0,17813.95,0.0,-4500.0,-584981.963,0.0,-4500.0,-584897.584,0.0,-4500.0,-584813.205
"DTL","010","","BMD","QV","015","PMQV50","","DTL-010:BMD-QV-015",0.0,10.0,17814.265,0.0,0.0,17814.265,17814.265,0.0,0.0,17814.265,17814.265,0.0,0.0,17814.265,0.0,-4500.0,-584812.889,0.0,-4500.0,-584812.889,0.0,-4500.0,-584812.889
"DTL","010","","","DTC","058","","","",170.569,10.0,17813.95,0.0,0.0,17813.95,17899.234,0.0,0.0,17899.234,17984.519,0.0,0.0,17984.519,0.0,-4500.0,-584813.205,0.0,-4500.0,-584727.92,0.0,-4500.0,-584642.636
"DTL","010","","PBI","BPM","006","BPM2","BPM","DTL-010:PBI-BPM-006",0.0,10.0,17984.832,0.0,0.0,17984.832,17984.832,0.0,0.0,17984.832,17984.832,0.0,0.0,17984.832,0.0,-4500.0,-584642.323,0.0,-4500.0,-584642.323,0.0,-4500.0,-584642.323
"DTL","010","","","DTC","059","","","",172.371,10.0,17984.519,0.0,0.0,17984.519,18070.704,0.0,0.0,18070.704,18156.889,0.0,0.0,18156.889,0.0,-4500.0,-584642.636,0.0,-4500.0,-584556.45,0.0,-4500.0,-584470.265
"DTL","010","","BMD","QH","015","PMQH50","","DTL-010:BMD-QH-015",0.0,10.0,18156.76,0.0,0.0,18156.76,18156.76,0.0,0.0,18156.76,18156.76,0.0,0.0,18156.76,0.0,-4500.0,-584470.394,0.0,-4500.0,-584470.394,0.0,-4500.0,-584470.394
"DTL","010","","","DTC","060","","","",171.902,10.0,18156.889,0.0,0.0,18156.889,18242.84,0.0,0.0,18242.84,18328.791,0.0,0.0,18328.791,0.0,-4500.0,-584470.265,0.0,-4500.0,-584384.314,0.0,-4500.0,-584298.363
"DTL","010","","","DTC","061","","","",173.361,10.0,18328.791,0.0,0.0,18328.791,18415.472,0.0,0.0,18415.472,18502.152,0.0,0.0,18502.152,0.0,-4500.0,-584298.363,0.0,-4500.0,-584211.683,0.0,-4500.0,-584125.002
"DTL","010","","BMD","QV","016","PMQV50","","DTL-010:BMD-QV-016",0.0,10.0,18503.023,0.0,0.0,18503.023,18503.023,0.0,0.0,18503.023,18503.023,0.0,0.0,18503.023,0.0,-4500.0,-584124.131,0.0,-4500.0,-584124.131,0.0,-4500.0,-584124.131
"DTL","010","","","DTC","062","","","",177.456,10.0,18502.152,0.0,0.0,18502.152,18590.88,0.0,0.0,18590.88,18679.608,0.0,0.0,18679.608,0.0,-4500.0,-584125.002,0.0,-4500.0,-584036.274,0.0,-4500.0,-583947.547
"DTL","010","","PBI","BCM","001","BCM5","BCM","DTL-010:PBI-BCM-001",0.0,10.0,18679.608,0.0,0.0,18679.608,18679.608,0.0,0.0,18679.608,18679.608,0.0,0.0,18679.608,0.0,-4500.0,-583947.547,0.0,-4500.0,-583947.547,0.0,-4500.0,-583947.547
"DTL","020","","PBI","BLM","001","BLM1","ICBLM","DTL-020:PBI-BLM-001",0.0,10.0,18679.608,0.0,0.0,18679.608,18679.608,0.0,0.0,18679.608,18679.608,0.0,0.0,18679.608,0.0,-4500.0,-583947.547,0.0,-4500.0,-583947.547,0.0,-4500.0,-583947.547
"DTL","020","","PBI","BLM","002","BLM2","nBLM","DTL-020:PBI-BLM-002",0.0,10.0,18679.608,0.0,0.0,18679.608,18679.608,0.0,0.0,18679.608,18679.608,0.0,0.0,18679.608,0.0,-4500.0,-583947.547,0.0,-4500.0,-583947.547,0.0,-4500.0,-583947.547
"DTL","020","","PBI","BLM","003","BLM2","nBLM","DTL-020:PBI-BLM-003",0.0,10.0,18679.608,0.0,0.0,18679.608,18679.608,0.0,0.0,18679.608,18679.608,0.0,0.0,18679.608,0.0,-4500.0,-583947.547,0.0,-4500.0,-583947.547,0.0,-4500.0,-583947.547
"DTL","020","","","Drf","001","","","",153.302,10.0,18679.608,0.0,0.0,18679.608,18756.259,0.0,0.0,18756.259,18832.91,0.0,0.0,18832.91,0.0,-4500.0,-583947.547,0.0,-4500.0,-583870.896,0.0,-4500.0,-583794.245
"DTL","020","","","DTC","001","","","",25.0,10.0,18832.91,0.0,0.0,18832.91,18845.41,0.0,0.0,18845.41,18857.91,0.0,0.0,18857.91,0.0,-4500.0,-583794.245,0.0,-4500.0,-583781.745,0.0,-4500.0,-583769.245
"DTL","020","","BMD","QH","001","PMQH50","","DTL-020:BMD-QH-001",0.0,11.0,18857.91,0.0,0.0,18857.91,18857.91,0.0,0.0,18857.91,18857.91,0.0,0.0,18857.91,0.0,-4500.0,-583769.245,0.0,-4500.0,-583769.245,0.0,-4500.0,-583769.245
