156	RFQ133	RFQ_CELL	5.416	-	0.0826874	-	-87.8964	-87.8964	0.076070061	0.01273301	3250.041	108720.6
157	RFQ134	RFQ_CELL	5.418	-	0.0827254	-	-87.8173	-87.8173	0.076134428	0.012738395	3255.459	108900.84
158	RFQ135	RFQ_CELL	5.42	-	0.0827637	-	-87.7367	-87.7367	0.076201493	0.012744004	3260.879	109081.06
159	RFQ136	RFQ_CELL	5.422	-	0.0828022	-	-87.6548	-87.6548	0.076271286	0.012749838	3266.301	109261.27
160	RFQ137	RFQ_CELL	5.425	-	0.082841	-	-87.5714	-87.5714	0.076344474	0.012755953	3271.726	109441.49
161	RFQ138	RFQ_CELL	5.427	-	0.0828801	-	-87.4867	-87.4867	0.076420456	0.012762298	3277.153	109621.7
162	RFQ139	RFQ_CELL	5.43	-	0.0829194	-	-87.4006	-87.4006	0.076499763	0.012768918	3282.583	109801.92
163	RFQ140	RFQ_CELL	5.433	-	0.082959	-	-87.3131	-87.3131	0.076582429	0.012775814	3288.016	109982.15
164	RFQ141	RFQ_CELL	5.436	-	0.0829988	-	-87.2242	-87.2242	0.076668607	0.012783	3293.452	110162.37
165	RFQ142	RFQ_CELL	5.439	-	0.083039	-	-87.1339	-87.1339	0.07675821	0.012790467	3298.891	110342.6
166	RFQ143	RFQ_CELL	5.442	-	0.0830794	-	-87.0423	-87.0423	0.076851224	0.012798213	3304.333	110522.82
167	RFQ144	RFQ_CELL	5.445	-	0.08312	-	-86.9493	-86.9493	0.076947722	0.012806244	3309.778	110703.03
168	RFQ145	RFQ_CELL	5.449	-	0.083161	-	-86.8549	-86.8549	0.077048261	0.012814607	3315.227	110883.26
169	RFQ146	RFQ_CELL	5.452	-	0.0832022	-	-86.7592	-86.7592	0.07715229	0.012823254	3320.679	111063.48
170	RFQ147	RFQ_CELL	5.456	-	0.0832437	-	-86.6621	-86.6621	0.077260422	0.012832236	3326.135	111243.7
171	RFQ148	RFQ_CELL	5.46	-	0.0832854	-	-86.5637	-86.5637	0.077372832	0.012841566	3331.595	111423.93
172	RFQ149	RFQ_CELL	5.464	-	0.0833275	-	-86.4639	-86.4639	0.07748935	0.012851231	3337.059	111604.16
173	RFQ150	RFQ_CELL	5.468	-	0.0833698	-	-86.3628	-86.3628	0.077609997	0.01286123	3342.527	111784.39
174	RFQ151	RFQ_CELL	5.472	-	0.0834123	-	-86.2604	-86.2604	0.077734851	0.01287157	3347.999	111964.61
175	RFQ152	RFQ_CELL	5.477	-	0.0834552	-	-86.1566	-86.1566	0.07786444	0.012882293	3353.476	112144.84
176	RFQ153	RFQ_CELL	5.481	-	0.0834983	-	-86.0515	-86.0515	0.077998223	0.012893354	3358.957	112325.06
177	RFQ154	RFQ_CELL	5.486	-	0.0835418	-	-85.9452	-85.9452	0.078136784	0.012904799	3364.443	112505.29
178	RFQ155	RFQ_CELL	5.491	-	0.0835855	-	-85.8374	-85.8374	0.078280213	0.012916637	3369.934	112685.52
179	RFQ156	RFQ_CELL	5.496	-	0.0836295	-	-85.7284	-85.7284	0.078428461	0.01292886	3375.43	112865.75
180	RFQ157	RFQ_CELL	5.501	-	0.0836737	-	-85.6181	-85.6181	0.078581548	0.01294147	3380.931	113045.98
181	RFQ158	RFQ_CELL	5.506	-	0.0837183	-	-85.5065	-85.5065	0.078739492	0.012954468	3386.437	113226.19
182	RFQ159	RFQ_CELL	5.512	-	0.0837631	-	-85.3936	-85.3936	0.078902901	0.012967902	3391.949	113406.41
183	RFQ160	RFQ_CELL	5.518	-	0.0838082	-	-85.2794	-85.2794	0.079071716	0.012981765	3397.467	113586.65
184	RFQ161	RFQ_CELL	5.524	-	0.0838537	-	-85.164	-85.164	0.079246022	0.012996064	3402.991	113766.88
185	RFQ162	RFQ_CELL	5.53	-	0.0838994	-	-85.0473	-85.0473	0.079425834	0.013010798	3408.521	113947.12
186	RFQ163	RFQ_CELL	5.536	-	0.0839454	-	-84.9293	-84.9293	0.079611164	0.013025967	3414.057	114127.34
187	RFQ164	RFQ_CELL	5.542	-	0.0839917	-	-84.81	-84.81	0.079802028	0.01304157	3419.599	114307.55
188	RFQ165	RFQ_CELL	5.549	-	0.0840382	-	-84.6895	-84.6895	0.079998969	0.01305765	3425.148	114487.77
189	RFQ166	RFQ_CELL	5.556	-	0.0840851	-	-84.5678	-84.5678	0.080202078	0.013074214	3430.704	114667.99
190	RFQ167	RFQ_CELL	5.563	-	0.0841323	-	-84.4448	-84.4448	0.080411366	0.013091259	3436.267	114848.21
191	RFQ168	RFQ_CELL	5.57	-	0.0841798	-	-84.3205	-84.3205	0.08062675	0.013108778	3441.837	115028.42
192	RFQ169	RFQ_CELL	5.578	-	0.0842276	-	-84.1951	-84.1951	0.080848607	0.013126798	3447.415	115208.65
193	RFQ170	RFQ_CELL	5.586	-	0.0842757	-	-84.0684	-84.0684	0.081077565	0.01314537	3453.001	115388.88
194	RFQ171	RFQ_CELL	5.593	-	0.0843241	-	-83.9405	-83.9405	0.081312339	0.013164386	3458.594	115569.09
195	RFQ172	RFQ_CELL	5.602	-	0.0843729	-	-83.8114	-83.8114	0.081554611	0.013183981	3464.196	115749.32
196	RFQ173	RFQ_CELL	5.61	-	0.0844219	-	-83.6811	-83.6811	0.081803617	0.01320409	3469.806	115929.54
197	RFQ174	RFQ_CELL	5.619	-	0.0844713	-	-83.5496	-83.5496	0.08206002	0.013224764	3475.425	116109.77
198	RFQ175	RFQ_CELL	5.627	-	0.084521	-	-83.4169	-83.4169	0.082323258	0.013245956	3481.052	116289.98
199	RFQ176	RFQ_CELL	5.637	-	0.084571	-	-83.283	-83.283	0.082594869	0.013267787	3486.689	116470.21
200	RFQ177	RFQ_CELL	5.646	-	0.0846213	-	-83.148	-83.148	0.082873544	0.013290147	3492.335	116650.44
201	RFQ178	RFQ_CELL	5.655	-	0.0846719	-	-83.0118	-83.0118	0.083159912	0.013313087	3497.99	116830.65
202	RFQ179	RFQ_CELL	5.665	-	0.0847229	-	-82.8744	-82.8744	0.083454455	0.013336639	3503.655	117010.86
203	RFQ180	RFQ_CELL	5.675	-	0.0847742	-	-82.7358	-82.7358	0.083757044	0.013360792	3509.33	117191.07
204	RFQ181	RFQ_CELL	5.686	-	0.0848258	-	-82.5962	-82.5962	0.084068356	0.013385596	3515.016	117371.3
205	RFQ182	RFQ_CELL	5.696	-	0.0848778	-	-82.4553	-82.4553	0.084387681	0.01341099	3520.712	117551.51
206	RFQ183	RFQ_CELL	5.707	-	0.0849301	-	-82.3134	-82.3134	0.084715709	0.013437027	3526.419	117731.72
207	RFQ184	RFQ_CELL	5.718	-	0.0849828	-	-82.1703	-82.1703	0.085052426	0.0134637	3532.137	117911.93
208	RFQ185	RFQ_CELL	5.73	-	0.0850358	-	-82.0261	-82.0261	0.085398392	0.013491052	3537.867	118092.16
209	RFQ186	RFQ_CELL	5.741	-	0.0850892	-	-81.8807	-81.8807	0.085753529	0.013519071	3543.608	118272.36
210	RFQ187	RFQ_CELL	5.754	-	0.0851429	-	-81.7343	-81.7343	0.086118602	0.013547813	3549.362	118452.6
211	RFQ188	RFQ_CELL	5.766	-	0.085197	-	-81.5868	-81.5868	0.086492997	0.013577226	3555.128	118632.83
212	RFQ189	RFQ_CELL	5.778	-	0.0852514	-	-81.4382	-81.4382	0.086876692	0.013607304	3560.906	118813.03
213	RFQ190	RFQ_CELL	5.791	-	0.0853062	-	-81.2885	-81.2885	0.087270822	0.013638131	3566.697	118993.25
214	RFQ191	RFQ_CELL	5.804	-	0.0853614	-	-81.1377	-81.1377	0.08767495	0.013669667	3572.501	119173.45
215	RFQ192	RFQ_CELL	5.818	-	0.0854169	-	-80.9858	-80.9858	0.088089636	0.013701952	3578.319	119353.67
216	RFQ193	RFQ_CELL	5.832	-	0.0854728	-	-80.8329	-80.8329	0.088515451	0.013735024	3584.151	119533.9
217	RFQ194	RFQ_CELL	5.846	-	0.0855291	-	-80.679	-80.679	0.088951918	0.013768841	3589.997	119714.12
218	RFQ195	RFQ_CELL	5.86	-	0.0855858	-	-80.524	-80.524	0.089399465	0.013803431	3595.857	119894.32
219	RFQ196	RFQ_CELL	5.875	-	0.0856428	-	-80.3679	-80.3679	0.089858203	0.013838795	3601.732	120074.53
220	RFQ197	RFQ_CELL	5.89	-	0.0857003	-	-80.2109	-80.2109	0.090328741	0.013874976	3607.622	120254.74
221	RFQ198	RFQ_CELL	5.906	-	0.0857581	-	-80.0528	-80.0528	0.090811168	0.013911973	3613.528	120434.96
222	RFQ199	RFQ_CELL	5.922	-	0.0858164	-	-79.8937	-79.8937	0.091306121	0.013949828	3619.45	120615.18
223	RFQ200	RFQ_CELL	5.938	-	0.085875	-	-79.7336	-79.7336	0.091813565	0.013988533	3625.388	120795.4
224	RFQ201	RFQ_CELL	5.955	-	0.0859341	-	-79.5725	-79.5725	0.092333557	0.014028084	3631.343	120975.63
